"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","priceinK","PYears","Pmonth"
3,1,1040,8122,1,"0","0","5","7",1040,0,1971,0,"98198",1470,8.676,234,"2015","3"
4,3,2260,7209,1,"0","3","3","7",1330,930,2002,0,"98125",1790,10.86,500,"2015","4"
3,1,860,7632,1,"0","0","3","6",860,0,1920,0,"98166",890,7.632,278,"2014","8"
5,1,1920,19040,1,"0","0","3","7",1160,760,1961,0,"98168",1920,11.52,230,"2014","9"
4,2,2290,9215,1,"0","0","5","8",1270,1020,1969,0,"98027",2290,10.2,500,"2014","9"
4,3,2070,9300,1,"0","0","5","7",1120,950,1945,0,"98155",1010,8.308,366.5,"2014","5"
6,3,4250,4400,2.5,"0","0","4","7",3020,1230,1902,0,"98118",1520,4.95,665,"2014","6"
3,2,2220,4830,2,"0","3","3","9",1790,430,1928,2010,"98116",1670,4.83,1100,"2015","3"
2,2,1840,4076,1,"0","0","3","8",1140,700,1957,0,"98117",1540,4.076,575,"2014","12"
4,2,2590,9753,2,"0","0","3","10",2590,0,1993,0,"98075",2800,9.917,674.8,"2014","11"
5,2,3110,6131,1,"0","0","5","7",1560,1550,1940,0,"98118",1720,6.6,719,"2014","9"
3,2,2600,105587,1,"0","0","4","7",1300,1300,1980,0,"98070",1941,208.438,482,"2014","9"
2,1,1060,8187,1,"0","0","4","6",1060,0,1952,0,"98133",1260,8.188,254,"2014","5"
3,2,1250,3880,1,"0","0","4","7",750,500,1944,0,"98117",1240,3.88,443.7,"2014","8"
4,2,2520,35636,2,"0","0","3","8",2520,0,1980,0,"98053",2230,35.673,575,"2014","11"
3,2,2070,9957,1,"0","0","3","8",1440,630,1977,0,"98155",2070,10.158,469,"2015","1"
2,1,1300,44431,1,"0","0","5","6",1300,0,1958,0,"98001",1470,14.85,175,"2014","5"
5,2,2190,8316,1,"0","0","3","7",1390,800,1961,0,"98108",2010,8.316,437,"2014","9"
4,3,2760,13113,1,"0","0","4","8",1760,1000,1974,0,"98028",1900,13.113,550,"2014","8"
3,2,1710,7134,1,"0","0","4","7",1130,580,1979,0,"98031",1790,7.455,172,"2015","4"
3,2,1750,7000,1,"0","0","3","8",1750,0,1993,0,"98038",1840,6.969,363,"2014","12"
3,2,1552,3600,2,"0","0","3","7",1552,0,2012,0,"98092",1677,3.6,282,"2015","4"
6,2,2350,6554,2,"0","1","3","8",2000,350,1905,0,"98178",1560,6.554,400,"2014","8"
5,4,5110,10018,2,"0","0","3","10",3850,1260,2003,0,"98034",1790,10.018,650,"2014","9"
3,2,1720,99916,2,"0","0","4","7",1720,0,1990,0,"98042",1340,73.18,365,"2014","6"
4,2,1960,7230,2,"0","0","3","8",1960,0,2002,0,"98023",1850,7.208,269.9,"2014","10"
2,1,1270,19602,1,"0","0","3","6",1270,0,1977,0,"98010",1270,17.699,260,"2014","7"
3,2,1180,7000,1,"0","0","4","7",1180,0,1977,0,"98023",1630,7.5,193,"2014","10"
4,2,2230,6791,2,"0","0","3","8",2230,0,2005,0,"98038",2420,6.297,340,"2014","7"
4,3,4700,38412,2,"0","0","3","10",3420,1280,1978,0,"98005",3640,35.571,900,"2014","5"
3,2,2150,8361,2,"0","0","3","8",2150,0,1991,0,"98058",2150,9.368,371,"2014","10"
3,2,2400,81892,2,"0","0","3","8",2400,0,1985,0,"98045",1370,37.27,592,"2014","8"
3,2,1830,12750,2,"0","0","3","7",1830,0,1991,0,"98168",1610,10,300,"2014","8"
4,3,2800,6977,2,"0","0","3","8",2800,0,2003,0,"98038",2800,6.6,449.9,"2014","8"
3,2,2090,7163,2,"0","0","3","8",2090,0,1989,0,"98003",2320,8.634,299.5,"2014","10"
4,2,2340,13406,1,"0","0","4","9",2340,0,1963,0,"98040",2340,10.743,995,"2015","3"
4,2,1670,9472,1,"0","0","3","7",1100,570,1960,0,"98106",1080,5.195,335,"2014","9"
4,2,1990,7350,1,"0","0","4","8",1180,810,1978,0,"98003",2030,7.21,280,"2014","11"
4,2,2270,7800,1,"0","0","3","7",1290,980,1977,0,"98034",1480,7.28,446,"2014","5"
4,3,4910,15139,1,"0","0","4","10",2560,2350,1964,0,"98004",3980,15.139,1540,"2014","9"
3,1,950,4500,1,"0","0","4","6",950,0,1943,0,"98118",1140,4.5,325,"2015","4"
3,2,1610,11200,1,"0","0","3","7",1610,0,1955,0,"98033",1610,11.2,450,"2014","6"
4,2,1940,7107,2,"0","0","3","7",1940,0,2000,0,"98038",1850,5.705,322.5,"2014","10"
3,1,1210,9473,1,"0","0","5","7",1210,0,1955,0,"98006",1700,11.465,453,"2014","9"
4,2,2570,4412,2,"0","0","3","9",2570,0,2001,0,"98034",2460,5.47,655,"2014","10"
3,2,1700,2800,2,"0","0","5","7",1150,550,1926,0,"98115",1500,3.4,603,"2015","5"
4,1,1610,24000,1.5,"0","0","3","6",1610,0,1947,0,"98001",1270,9.6,235,"2014","9"
4,4,4120,7304,2,"0","0","3","11",3070,1050,2006,0,"98033",2470,9.6,968.9,"2014","7"
3,4,2880,11340,1,"0","0","3","8",1690,1190,1980,2013,"98074",2530,11.34,1020,"2014","11"
4,2,1990,8548,2,"0","0","3","8",1990,0,1973,0,"98033",2320,8.926,435,"2014","12"
3,2,1260,8092,1,"0","0","3","7",1260,0,1986,0,"98038",1950,8.092,242,"2014","6"
6,3,4750,248600,2,"0","0","4","8",4750,0,1947,0,"98022",2230,311.61,487,"2014","10"
4,3,3010,10450,2,"0","0","3","9",3010,0,1996,0,"98052",3010,10.53,810,"2014","8"
3,2,2410,64073,1,"0","0","4","8",1820,590,1976,0,"98072",2980,48.76,625,"2014","6"
3,2,1280,7742,1,"0","0","3","7",1280,0,1973,0,"98001",1566,7.696,165,"2014","10"
3,1,2320,6750,1,"0","0","3","7",1160,1160,1960,0,"98118",1230,6.075,335,"2015","4"
3,1,1220,6600,1,"0","0","3","6",1220,0,1958,0,"98065",1100,6.6,286.7,"2014","7"
2,2,1400,4050,1,"0","0","4","8",1400,0,1954,0,"98115",1900,5.94,699,"2015","4"
3,2,1590,7280,1,"0","0","3","7",1140,450,1974,0,"98058",1590,9.634,280,"2015","3"
4,2,2220,7064,2,"0","0","3","8",2220,0,1988,0,"98029",2220,7.451,580,"2014","6"
2,2,2770,7781,2,"0","0","3","8",2770,0,2006,0,"98053",1870,5.984,754.8,"2014","6"
4,2,2303,16801,2,"0","0","3","8",2303,0,1995,0,"98019",2080,14.013,525,"2015","2"
3,2,1600,10530,1,"0","2","3","8",1600,0,1962,0,"98155",2590,8.274,562,"2015","2"
4,2,1280,6060,1,"0","0","3","7",860,420,1926,0,"98117",1490,4.68,575,"2014","5"
5,2,2900,5901,2,"0","0","3","9",2900,0,2006,0,"98027",3200,5.775,808.9,"2014","7"
3,2,2950,15207,1,"0","0","4","10",2070,880,1966,0,"98040",2950,22,992,"2015","3"
3,2,1700,6698,2,"0","0","3","7",1700,0,1997,0,"98038",2190,7.346,335,"2014","9"
3,3,1050,7200,1,"0","0","3","7",1050,0,1985,0,"98125",1860,9,473,"2014","12"
4,3,2990,11210,1,"0","1","4","8",1880,1110,1977,0,"98023",2790,9.858,350,"2015","3"
5,2,3100,5374,2.5,"0","0","4","9",3100,0,1906,0,"98122",2180,5.8,1600,"2015","4"
3,1,1240,6090,1,"0","0","4","7",1240,0,1950,0,"98155",1550,9.096,305.5,"2014","12"
2,1,780,13500,1,"0","0","4","7",780,0,1946,1989,"98077",2200,67.518,306,"2014","5"
2,2,850,1656,2,"0","0","3","8",850,0,2001,0,"98133",850,1.312,233,"2014","12"
3,2,1540,9000,1,"0","0","3","8",1540,0,1971,0,"98125",1710,7.488,490,"2015","3"
4,2,2280,42077,2,"0","0","3","8",2280,0,1994,0,"98042",2280,36.236,445,"2014","7"
3,2,2550,9674,1,"0","0","3","7",1850,700,1959,0,"98178",2240,9.674,355,"2014","11"
2,2,1770,7607,1,"0","0","4","8",1770,0,1987,0,"98058",2090,7.109,360,"2015","4"
3,2,2320,10900,2,"0","0","3","7",2320,0,1935,1974,"98115",1610,5.8,737.5,"2014","7"
3,4,2600,11920,2,"0","0","5","8",2600,0,1969,0,"98004",2430,10.05,985,"2014","12"
2,3,1570,2031,2,"0","0","3","8",1310,260,2006,0,"98126",1570,2.039,349.9,"2014","8"
4,2,3060,7161,2,"0","0","3","8",2860,200,2005,0,"98065",2950,6.822,520,"2015","2"
4,2,1960,8540,1,"0","0","3","7",1220,740,1955,0,"98177",1910,9.12,355.9,"2014","12"
5,2,3270,6129,2,"0","0","3","9",3270,0,2004,0,"98055",2980,5.928,485,"2014","12"
3,1,1090,3315,1,"0","0","4","6",1090,0,1969,0,"98092",960,3.12,143,"2014","12"
2,2,6840,10000,2.5,"1","4","3","11",4350,2490,2001,0,"98008",3120,12.3,3280,"2014","12"
3,1,940,8512,1,"0","0","4","7",940,0,1967,0,"98033",1060,8.512,355,"2014","7"
5,4,3880,13885,2,"0","3","4","9",2540,1340,1979,0,"98006",3690,13.885,1130,"2014","6"
5,2,1770,15525,1,"0","0","4","7",1770,0,1959,0,"98059",1370,10.395,200,"2014","8"
4,2,3640,10576,2,"0","0","3","11",3640,0,1999,0,"98075",3370,10.351,913,"2014","6"
3,2,3160,12824,1,"0","2","4","9",1820,1340,1966,0,"98004",3390,11.985,1600,"2014","5"
2,2,1590,1845,2,"0","0","3","9",1590,0,1997,0,"98033",2320,3.174,409.9,"2014","6"
4,1,1290,6034,1,"0","0","3","6",1050,240,1950,0,"98118",1060,6.034,265,"2015","5"
5,3,3655,51836,1,"0","0","5","8",2174,1481,1955,0,"98008",2530,8.606,740,"2015","4"
4,2,2490,8124,2,"0","0","3","7",2490,0,2001,0,"98092",2760,6.3,306,"2014","6"
3,2,1470,3999,2,"0","0","3","7",1470,0,2003,0,"98065",1960,4.444,381,"2014","10"
3,3,3960,6132,2,"0","3","3","10",2600,1360,1933,0,"98199",2730,5.221,1220,"2015","5"
3,4,3190,29982,1,"0","3","4","8",2630,560,1941,0,"98166",2600,19.878,1050,"2015","3"
2,1,810,7440,1,"0","0","5","6",810,0,1948,0,"98133",830,7.5,408,"2014","9"
5,2,2980,5377,2,"0","0","3","9",2980,0,2006,0,"98052",3150,6.593,739.9,"2014","6"
4,2,2780,35000,1,"0","0","4","9",2780,0,1985,0,"98072",2740,35.072,674.2,"2014","11"
2,1,1340,8100,1,"0","0","4","7",1340,0,1953,0,"98177",1700,8.1,438.4,"2014","9"
5,5,4930,14649,2,"0","3","3","11",4160,770,2000,0,"98040",3030,8.479,1700,"2014","12"
3,2,1360,5980,1.5,"0","0","3","8",1360,0,1945,2008,"98116",1520,4.44,703,"2014","6"
3,2,1320,6530,1,"0","0","4","7",1320,0,1989,0,"98023",1620,6.817,262,"2014","12"
3,2,1210,14499,1,"0","0","3","7",1210,0,1984,0,"98045",1570,15.36,353,"2015","4"
4,2,1940,7607,2,"0","0","3","8",1940,0,1995,0,"98052",2250,7.6,500,"2015","1"
4,2,3160,4620,1.5,"0","4","3","9",2020,1140,1917,2005,"98116",2790,5.308,1280,"2014","7"
4,2,1980,6566,2,"0","0","3","8",1980,0,2004,0,"98042",2590,6.999,332,"2015","4"
4,2,2320,14240,1,"0","0","4","9",1620,700,1974,0,"98008",2810,13.2,824,"2014","8"
4,2,1660,4788,1,"0","0","3","7",1660,0,1968,0,"98144",1150,5,290,"2015","2"
3,2,1660,1545,2,"0","2","3","9",1400,260,2002,0,"98109",1820,2.57,700,"2014","6"
2,1,1080,3420,1,"0","0","4","7",780,300,1922,0,"98107",1380,3.656,550,"2014","10"
2,1,1510,11165,1.5,"0","0","4","7",1510,0,1921,0,"98133",2210,8.851,549,"2014","9"
4,2,2950,43560,1,"0","2","4","9",2550,400,1951,0,"98004",3260,41.016,1870,"2015","3"
4,2,3070,13720,2,"0","0","3","9",3070,0,1978,0,"98007",3010,9.657,858,"2015","3"
2,1,970,10423,1,"0","0","3","7",970,0,1947,0,"98133",1200,7.857,345,"2014","10"
4,2,2140,11651,2.5,"0","0","3","8",2140,0,1930,2001,"98022",2030,10.978,340,"2014","11"
4,2,2570,9600,2.5,"0","0","4","9",2570,0,1962,0,"98040",2570,13.2,1220,"2015","4"
3,2,1260,1488,3,"0","0","3","7",1260,0,2009,0,"98133",1190,1.095,275,"2014","12"
3,1,1220,7771,1,"0","0","3","7",1220,0,1963,0,"98008",1420,7.674,405,"2014","8"
3,2,1720,8145,2,"0","0","5","7",1720,0,1949,0,"98155",1400,8.138,432.5,"2015","1"
4,1,2140,4217,1.5,"0","0","3","6",1320,820,1925,0,"98118",1720,5.413,236.5,"2015","1"
4,2,1420,4923,1.5,"0","0","4","8",1420,0,1928,0,"98103",1470,4.923,679,"2014","7"
4,2,2060,8451,2,"0","0","3","8",2060,0,1995,0,"98133",2060,9.46,543,"2014","10"
3,1,1320,9520,1,"0","0","3","7",990,330,1953,0,"98178",1460,10.61,294,"2014","9"
3,2,1810,10463,1,"0","0","4","7",1810,0,1969,0,"98058",1620,8.551,340.5,"2015","4"
4,2,2980,16263,2,"0","0","3","9",2980,0,1989,0,"98006",2730,10.018,1010,"2014","7"
2,2,1350,2560,1,"0","0","3","8",1350,0,1976,0,"98052",1790,2.56,335,"2014","5"
3,2,1540,8011,1,"0","0","3","7",1540,0,1988,0,"98011",1630,7.141,425,"2014","7"
3,2,2510,9240,2,"0","0","4","8",2510,0,2001,0,"98022",2690,9.24,353,"2015","2"
3,2,1670,5146,2,"0","0","3","8",1670,0,1991,0,"98029",1940,5.146,540,"2015","5"
5,4,3690,11928,2,"0","0","3","9",2540,1150,2006,0,"98074",2640,11.928,640,"2014","6"
3,1,1320,11457,1,"0","0","3","8",1320,0,1959,0,"98028",1900,9.8,339.9,"2014","7"
3,2,1510,8400,1,"0","0","2","7",980,530,1979,0,"98045",1500,10.125,195,"2014","11"
3,2,1510,8400,1,"0","0","2","7",980,530,1979,0,"98045",1500,10.125,322,"2015","2"
4,2,1870,10450,1,"0","0","3","8",1620,250,1978,0,"98005",2060,10.45,660,"2015","4"
6,3,2400,9373,2,"0","0","3","7",2400,0,1991,0,"98002",2060,7.316,280,"2014","9"
6,3,2400,9373,2,"0","0","3","7",2400,0,1991,0,"98002",2060,7.316,300,"2015","4"
3,1,1170,8816,1,"0","0","4","6",1170,0,1966,0,"98023",1200,9.108,207.5,"2014","8"
3,2,1190,8726,1,"0","0","3","7",1190,0,1956,0,"98146",1390,8.741,195,"2014","8"
3,2,2080,3880,1,"0","0","5","7",1160,920,1954,0,"98117",1330,3.88,700,"2014","6"
4,2,2150,8555,1,"0","2","4","7",1460,690,1982,0,"98106",1480,7.405,560,"2015","4"
3,2,1580,7344,1,"0","0","5","7",1580,0,1911,0,"98126",1580,6.207,260,"2014","8"
3,2,1580,7344,1,"0","0","5","7",1580,0,1911,0,"98126",1580,6.207,575,"2015","2"
3,2,2370,3239,2,"0","0","3","8",1950,420,2006,0,"98072",2520,3.431,475,"2015","4"
3,2,1840,8601,1,"0","0","3","7",920,920,1905,2014,"98118",1390,7.452,285,"2014","6"
4,2,2660,5500,2,"0","2","3","9",2660,0,2003,0,"98029",3620,5.5,753.9,"2014","5"
3,2,2190,3600,2,"0","0","3","9",2190,0,2003,0,"98029",2300,3.6,650,"2015","4"
3,2,1660,3478,1.5,"0","0","4","7",1100,560,1929,0,"98117",1610,3.478,620,"2014","8"
3,2,1780,37801,1,"0","0","3","7",1300,480,1977,0,"98075",2380,47.48,526,"2015","3"
2,1,700,5200,1,"0","0","5","6",700,0,1952,0,"98056",1030,5.2,155,"2014","5"
4,2,1570,11200,1,"0","0","3","7",1120,450,1959,0,"98011",1570,11.2,342,"2014","8"
3,2,1220,216332,1,"0","0","3","7",1220,0,1981,0,"98019",1540,61.419,390,"2015","4"
3,3,3150,219978,2,"0","0","4","9",3000,150,1990,0,"98024",3180,218.235,685,"2014","6"
4,2,2690,4736,2,"0","0","3","7",2690,0,2001,0,"98053",2690,4.791,608,"2014","6"
2,1,680,6400,1,"0","0","3","6",680,0,1943,0,"98168",1240,7.8,179.9,"2014","9"
6,3,3750,14150,2,"0","2","5","9",2750,1000,1936,1968,"98117",2140,7.968,1250,"2014","9"
3,1,1010,11675,1,"0","0","3","7",1010,0,1957,0,"98168",1370,10.042,166,"2015","4"
3,2,1710,4500,1.5,"0","0","3","8",1410,300,1928,0,"98118",1860,6,462,"2014","5"
4,2,2090,6023,2,"0","0","3","8",2090,0,1990,0,"98029",2090,6.023,545,"2014","6"
3,1,1560,4500,1.5,"0","0","3","7",1560,0,1903,0,"98122",1660,4.5,415,"2015","1"
3,2,1560,4200,2,"0","0","3","7",1560,0,2003,0,"98038",1560,4.2,269,"2014","6"
4,2,2570,11473,2,"0","0","3","8",2570,0,2008,0,"98003",2430,5.997,356.5,"2014","12"
3,1,1010,7633,1,"0","0","4","6",1010,0,1961,0,"98198",1190,8.386,225,"2014","12"
2,1,1020,5130,1,"0","0","4","6",1020,0,1948,0,"98002",1200,6.497,175,"2014","6"
5,2,1710,9720,2,"0","0","4","8",1710,0,1974,0,"98005",2270,9.672,549,"2014","8"
3,3,2300,12197,2,"0","0","3","8",2300,0,1989,0,"98166",1710,11.22,535,"2015","4"
4,2,1990,7712,1,"0","0","3","8",1210,780,1973,0,"98027",1720,7.393,627,"2014","5"
3,2,2730,15677,2.5,"0","3","3","9",2730,0,1976,0,"98166",2040,12.209,565,"2014","8"
4,2,2195,2681,1,"0","0","3","7",1060,1135,1912,0,"98103",1710,1.28,392.4,"2014","11"
2,2,1560,4675,1,"0","0","3","8",1560,0,2006,0,"98053",1870,6.361,509,"2014","9"
3,2,1400,4800,1,"0","0","3","7",1200,200,1921,0,"98117",1440,3.84,340,"2014","9"
3,2,1400,4800,1,"0","0","3","7",1200,200,1921,0,"98117",1440,3.84,537,"2015","3"
4,3,3690,9892,2,"0","0","3","10",3690,0,1998,0,"98075",3430,11.294,865,"2014","5"
2,1,1140,8340,1,"0","0","3","7",1140,0,1948,0,"98155",1030,8.149,358,"2014","12"
4,2,1920,3225,1.5,"0","0","5","7",1300,620,1923,0,"98116",1960,3.75,595,"2014","9"
4,2,2496,8058,2,"0","0","3","9",2496,0,1998,0,"98052",2496,7.757,661,"2014","6"
3,2,2280,8500,1,"0","0","4","7",1680,600,1977,0,"98034",1890,7.7,419.9,"2014","9"
4,4,3200,6420,2,"0","0","3","9",3200,0,2006,0,"98038",3200,6.291,490,"2015","4"
2,1,880,4000,1,"0","0","3","7",880,0,1940,0,"98117",1310,4,525,"2014","9"
3,2,1320,1298,3,"0","0","3","7",1320,0,1995,0,"98117",1380,1.503,350,"2014","8"
3,2,2450,3582,2,"0","0","3","9",2450,0,2008,0,"98072",2490,5.449,552.5,"2015","5"
3,1,1040,8970,1,"0","0","4","6",1040,0,1961,0,"98023",1040,8.45,210,"2015","3"
3,2,2480,53250,2,"0","0","3","9",2480,0,1990,0,"98042",2510,36.549,390,"2015","3"
5,2,1830,16650,1.5,"0","0","3","7",1610,220,1958,0,"98155",1790,12.743,336.8,"2015","1"
3,2,1440,4473,2,"0","0","3","7",1440,0,2003,0,"98053",1650,3.322,465,"2015","3"
4,2,1580,3632,2,"0","0","3","7",1580,0,2011,0,"98038",1950,3.8,299.9,"2014","12"
3,3,3230,5000,2,"0","0","3","9",3230,0,2006,0,"98029",2670,3.977,715,"2014","7"
4,2,1810,39639,1,"0","0","3","7",1230,580,1970,0,"98042",1810,44.866,235,"2014","5"
3,2,2495,4400,2,"0","0","3","8",2495,0,2007,0,"98001",2434,4.4,276,"2014","12"
4,2,1740,12728,1,"0","0","4","7",1180,560,1964,0,"98003",1830,11.125,265,"2015","1"
3,2,1680,3000,1,"0","2","4","6",840,840,1900,0,"98103",1540,3.7,425,"2014","5"
4,2,2460,10320,2,"0","0","3","8",2460,0,1993,0,"98092",2210,9.024,313,"2015","1"
3,2,3050,6000,1,"0","3","3","8",1720,1330,1984,0,"98177",2340,7.2,715,"2015","4"
3,2,1630,10969,2,"0","0","3","7",1630,0,1991,0,"98001",1410,7.92,265,"2014","12"
3,3,2460,6413,2,"0","0","3","9",2460,0,2004,0,"98028",2440,6.092,646,"2015","3"
3,1,1030,6600,1,"0","0","3","7",1030,0,1954,0,"98146",1220,9.04,175,"2014","7"
3,2,3410,13809,1,"0","3","4","10",2450,960,1973,0,"98003",3410,14.245,649,"2014","7"
3,3,2310,5200,1,"0","0","4","7",1520,790,1940,0,"98199",2310,5.2,785,"2015","4"
4,3,2610,4400,1,"0","0","5","8",1260,1350,1920,0,"98122",1770,4.4,890,"2014","9"
3,3,2330,10327,1,"0","0","3","9",2330,0,1998,0,"98034",2200,4.629,612,"2014","11"
4,2,2980,5674,2,"0","0","3","8",2980,0,2003,0,"98023",2610,5.495,330,"2014","12"
3,2,1790,11393,1,"0","0","3","8",1790,0,1978,0,"98052",2290,11.894,493,"2014","11"
4,2,2940,5735,1,"0","0","3","9",1470,1470,1957,0,"98112",2230,5.659,1600,"2015","4"
4,3,3900,9750,1,"0","4","5","10",2520,1380,1972,0,"98006",3410,9.45,1620,"2014","6"
4,3,3900,9750,1,"0","4","5","10",2520,1380,1972,0,"98006",3410,9.45,1650,"2015","2"
3,2,1750,2150,2.5,"0","0","3","7",1230,520,1900,2014,"98122",1410,3.3,499,"2014","9"
6,3,2660,8400,1,"0","0","5","8",1550,1110,1962,0,"98006",2280,8.4,603.5,"2014","6"
2,2,1580,3680,1,"0","2","3","8",1280,300,1941,0,"98126",1730,3.68,530,"2014","6"
5,2,2350,14197,1,"0","0","4","8",1220,1130,1962,0,"98004",2470,11.629,895,"2015","4"
4,2,2510,8165,1,"0","0","4","7",1610,900,1972,0,"98023",1940,8.25,267.3,"2014","5"
3,2,1480,15639,2,"0","0","3","8",1480,0,1987,0,"98045",1480,16.454,275,"2014","5"
3,2,1720,223377,1,"0","0","3","7",1240,480,1950,0,"98019",2530,221.442,439.9,"2015","2"
3,2,1470,4653,2,"0","0","4","7",1470,0,1985,0,"98029",1560,4.119,455,"2014","6"
3,2,1540,6930,1,"0","0","3","7",1250,290,1944,0,"98115",1760,6.93,630,"2015","1"
3,2,2820,5001,2,"0","0","3","9",2820,0,2004,0,"98029",2660,5.001,690,"2014","11"
4,2,1250,12705,1,"0","0","4","7",1250,0,1971,0,"98023",1390,8.55,212,"2014","8"
4,2,2080,7526,1,"0","0","4","7",1280,800,1985,0,"98030",1200,7.5,231.5,"2014","8"
4,3,5180,49936,2,"0","0","4","10",5180,0,1991,0,"98053",4240,35.363,1240,"2015","4"
3,2,2860,43821,2,"0","0","4","9",2860,0,1990,0,"98092",2370,65.34,378.5,"2014","7"
4,2,2710,35868,2,"0","0","3","9",2710,0,1989,0,"98038",2780,36.224,482,"2014","5"
2,1,1140,3990,1,"0","0","3","7",1140,0,1924,0,"98103",1800,5.7,695,"2015","5"
4,2,4070,57587,2,"0","0","3","10",4070,0,1989,0,"98052",3890,35.96,965,"2014","12"
3,2,1710,5913,1,"0","0","4","8",1120,590,1941,0,"98199",2920,5.922,675,"2015","2"
3,2,1340,6500,1,"0","0","3","7",1340,0,1972,0,"98034",1620,7.107,387,"2014","10"
4,3,2290,7000,2,"0","0","3","8",2290,0,1977,0,"98058",2000,7.2,347.5,"2015","3"
3,2,1860,7400,1,"0","0","3","8",930,930,1922,2004,"98166",1640,8.461,385,"2014","7"
3,1,1080,4930,1,"0","0","3","6",1080,0,1950,0,"98126",1100,5.95,265,"2014","12"
3,1,960,5264,1,"0","0","3","7",960,0,1953,0,"98115",1140,5.15,406,"2015","4"
2,2,980,5000,2,"0","0","3","7",980,0,1922,2003,"98014",1040,5,134,"2014","5"
3,1,1500,3399,2,"0","0","5","7",1300,200,1926,0,"98103",1360,3.588,415,"2014","10"
3,2,1440,8775,1,"0","0","3","7",1440,0,1973,0,"98034",1790,7.865,375,"2014","5"
4,2,2580,7465,2,"0","0","3","8",2580,0,1993,0,"98074",2350,7.596,620,"2014","12"
5,2,2070,4698,2,"0","0","3","7",2070,0,1999,0,"98038",2010,4.698,337.5,"2014","10"
3,2,1880,12368,1,"0","0","4","7",1260,620,1967,0,"98005",1950,11.551,565,"2014","9"
3,2,2420,12676,2,"0","0","3","7",2420,0,1911,1986,"98045",1210,6.769,399.5,"2014","5"
2,2,1890,9466,2,"0","0","3","8",1890,0,1987,0,"98004",2180,12.825,1070,"2014","5"
3,2,1920,33630,1,"0","0","3","8",1920,0,1992,0,"98056",2080,7.505,352.5,"2014","8"
3,2,1870,5909,1,"0","0","3","7",1270,600,1986,0,"98030",1870,7.887,259,"2014","6"
2,1,900,7620,1,"0","0","3","7",900,0,1971,0,"98106",1520,7.62,320,"2015","4"
3,2,2160,9888,2,"0","0","4","9",2160,0,1989,0,"98052",3060,7.829,733,"2014","8"
2,1,900,2910,1,"0","0","5","7",900,0,1924,0,"98115",1320,2.91,381.5,"2014","6"
2,1,1180,9261,1,"0","0","4","7",940,240,1957,0,"98118",1700,6.325,343,"2014","12"
2,1,900,6400,1,"0","0","5","6",900,0,1938,0,"98022",1320,6.4,205.5,"2014","8"
3,2,1600,16530,1,"0","0","5","7",1600,0,1967,0,"98075",1850,41.006,525,"2014","9"
3,2,1500,8352,1,"0","2","5","6",750,750,1943,0,"98056",1500,8.447,300,"2015","3"
2,1,1070,189486,1,"0","0","3","6",1070,0,1942,0,"98077",1970,60.548,299,"2014","7"
4,2,2570,5250,2,"0","0","3","8",2570,0,1990,0,"98029",2260,5.392,561,"2014","7"
3,1,1210,4000,1.5,"0","0","3","7",1090,120,1928,0,"98144",1210,4,450,"2015","2"
4,2,1850,7850,2,"0","0","3","8",1850,0,1985,0,"98052",1830,8.14,540,"2014","8"
3,2,1740,30886,2,"0","0","3","8",1740,0,1992,0,"98045",1740,39.133,379,"2014","6"
3,1,1300,14000,1,"0","0","4","7",1300,0,1958,0,"98198",1390,8.75,230,"2014","7"
3,2,2000,30605,2,"0","0","4","8",2000,0,1989,0,"98042",1930,35.35,399.9,"2015","3"
5,2,3220,5806,2,"0","0","3","8",3220,0,2002,0,"98042",2760,5.813,355,"2015","5"
4,2,2160,9593,1,"0","0","3","8",2160,0,1969,0,"98008",2820,9.628,580,"2014","6"
3,2,2130,4299,1.5,"0","0","4","7",1680,450,1922,0,"98144",2040,4.548,700,"2015","4"
3,2,1580,8151,1,"0","1","4","7",1100,480,1962,0,"98198",1650,8.151,279.9,"2014","5"
3,1,1200,7500,1,"0","0","3","6",1200,0,1905,1989,"98178",1010,7,210,"2014","11"
3,3,3790,5001,2,"0","0","3","10",2810,980,1989,0,"98122",2500,6.286,1170,"2014","6"
2,1,860,3874,1,"0","0","4","6",860,0,1931,0,"98055",1400,5.106,290.3,"2014","6"
5,4,5130,43123,2,"0","0","3","11",5130,0,1996,0,"98006",4670,43.56,1600,"2014","10"
3,1,1600,6380,1.5,"0","0","3","7",1400,200,1939,0,"98125",1760,6.38,490,"2015","4"
4,2,2110,13850,2,"0","0","3","9",2110,0,1987,0,"98027",2520,10.194,606,"2014","5"
3,1,1400,4980,1,"0","0","3","6",950,450,1943,0,"98133",990,4.98,359.9,"2014","7"
3,2,2110,9199,1,"0","0","3","10",2110,0,1993,0,"98074",3130,8.841,677.1,"2015","2"
3,2,1430,7125,1,"0","0","4","7",1430,0,1984,0,"98074",1570,8.075,465,"2015","2"
5,6,6640,40014,2,"1","4","3","12",6350,290,2004,0,"98155",3030,23.408,4500,"2014","8"
3,2,3040,41072,1,"0","0","4","8",1520,1520,1978,0,"98038",2230,54.014,500,"2015","5"
2,1,980,5000,1,"0","0","4","7",980,0,1950,0,"98155",1600,5.965,455,"2015","5"
